2024-02-21 03:38:50.892646|INFO    |ServerLibPriv |   |TeamSpeak 3 Server 3.13.7 (2022-06-20 12:21:53)
2024-02-21 03:38:50.892746|INFO    |ServerLibPriv |   |SystemInformation: Linux 5.15.0-91-generic #101-Ubuntu SMP Tue Nov 14 13:30:08 UTC 2023 x86_64 Binary: 64bit
2024-02-21 03:38:50.892767|INFO    |ServerLibPriv |   |Using hardware aes
2024-02-21 03:38:50.893577|INFO    |DatabaseQuery |   |dbPlugin name:    SQLite3 plugin, Version 3, (c)TeamSpeak Systems GmbH
2024-02-21 03:38:50.893606|INFO    |DatabaseQuery |   |dbPlugin version: 3.11.1
2024-02-21 03:38:50.894184|INFO    |DatabaseQuery |   |checking database integrity (may take a while)
2024-02-21 03:38:50.906356|INFO    |SQL           |   |db_CreateTables() tables created
2024-02-21 03:38:50.926846|WARNING |Accounting    |   |Unable to open licensekey.dat, falling back to limited functionality
2024-02-21 03:38:50.927121|INFO    |Accounting    |   |Licensing Information
2024-02-21 03:38:50.927139|INFO    |Accounting    |   |licensed to       : Anonymous
2024-02-21 03:38:50.927147|INFO    |Accounting    |   |type              : No License
2024-02-21 03:38:50.927156|INFO    |Accounting    |   |starting date     : Tue Feb  1 00:00:00 2022
2024-02-21 03:38:50.927163|INFO    |Accounting    |   |ending date       : Thu Jul  1 00:00:00 2027
2024-02-21 03:38:50.927168|INFO    |Accounting    |   |max virtualservers: 1
2024-02-21 03:38:50.927174|INFO    |Accounting    |   |max slots         : 32
2024-02-21 03:38:51.555241|INFO    |              |   |Puzzle precompute time: 610
2024-02-21 03:38:51.555964|INFO    |FileManager   |   |listening on 0.0.0.0:30033, [::]:30033
2024-02-21 03:38:51.556644|INFO    |VirtualSvrMgr |   |executing monthly interval
2024-02-21 03:38:51.556750|INFO    |VirtualSvrMgr |   |reset virtualserver traffic statistics
2024-02-21 03:38:51.673269|INFO    |Query         |   |Using a query thread pool size of 2
2024-02-21 03:38:51.694126|INFO    |Query         |   |listening for query on 0.0.0.0:10011, [::]:10011
2024-02-21 03:38:51.694542|INFO    |              |   |creating QUERY_SSH_RSA_HOST_KEY file: ssh_host_rsa_key
2024-02-21 03:38:52.633008|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2024-02-21 03:38:55.341943|INFO    |Query         |   |listening for ssh query on 0.0.0.0:10022, [::]:10022
2024-02-21 03:38:55.342221|INFO    |Query         |   |listening for http query on 0.0.0.0:10080, [::]:10080
2024-02-21 03:38:55.342473|INFO    |CIDRManager   |   |updated query_ip_allowlist ips: 127.0.0.1/32, ::1/128, 
2024-02-21 03:44:18.275390|INFO    |ServerMain    |   |Received signal SIGTERM, shutting down.
