2024-02-21 04:06:53.419780|INFO    |ServerLibPriv |   |TeamSpeak 3 Server 3.13.7 (2022-06-20 12:21:53)
2024-02-21 04:06:53.420199|INFO    |ServerLibPriv |   |SystemInformation: Linux 5.15.0-94-generic #104-Ubuntu SMP Tue Jan 9 15:25:40 UTC 2024 x86_64 Binary: 64bit
2024-02-21 04:06:53.420220|INFO    |ServerLibPriv |   |Using hardware aes
2024-02-21 04:06:53.422855|INFO    |DatabaseQuery |   |dbPlugin name:    SQLite3 plugin, Version 3, (c)TeamSpeak Systems GmbH
2024-02-21 04:06:53.422887|INFO    |DatabaseQuery |   |dbPlugin version: 3.11.1
2024-02-21 04:06:53.437224|INFO    |DatabaseQuery |   |checking database integrity (may take a while)
2024-02-21 04:06:55.983354|WARNING |Accounting    |   |Unable to open licensekey.dat, falling back to limited functionality
2024-02-21 04:06:56.077385|INFO    |Accounting    |   |Licensing Information
2024-02-21 04:06:56.077429|INFO    |Accounting    |   |licensed to       : Anonymous
2024-02-21 04:06:56.077438|INFO    |Accounting    |   |type              : No License
2024-02-21 04:06:56.077449|INFO    |Accounting    |   |starting date     : Tue Feb  1 00:00:00 2022
2024-02-21 04:06:56.077456|INFO    |Accounting    |   |ending date       : Thu Jul  1 00:00:00 2027
2024-02-21 04:06:56.077461|INFO    |Accounting    |   |max virtualservers: 1
2024-02-21 04:06:56.077466|INFO    |Accounting    |   |max slots         : 32
2024-02-21 04:07:01.117953|INFO    |              |   |Puzzle precompute time: 4326
2024-02-21 04:07:01.127839|INFO    |FileManager   |   |listening on 0.0.0.0:30033, [::]:30033
2024-02-21 04:07:01.423977|INFO    |Query         |   |Using a query thread pool size of 2
2024-02-21 04:07:02.982594|INFO    |Query         |   |listening for query on 0.0.0.0:10011, [::]:10011
2024-02-21 04:07:03.017488|INFO    |Query         |   |listening for ssh query on 0.0.0.0:10022, [::]:10022
2024-02-21 04:07:03.017623|INFO    |Query         |   |listening for http query on 0.0.0.0:10080, [::]:10080
2024-02-21 04:07:03.020435|INFO    |CIDRManager   |   |updated query_ip_allowlist ips: 127.0.0.1/32, ::1/128, 
